Time (s)	Pc (psi)	SigD (psi)	Ex (E)	Ey (E)
1450.13	1500	13480.7	7.02E-03	4.33E-04
1451.13	1500	13496.95	7.03E-03	4.30E-04
1452.13	1500	13501.37	7.03E-03	4.27E-04
1453.13	1500	13504.12	7.04E-03	4.25E-04
1454.13	1500	13505.3	7.04E-03	4.23E-04
1455.13	1500	13534.46	7.05E-03	4.19E-04
1456.13	1500	13518.76	7.05E-03	4.19E-04
1457.13	1500	13532.93	7.05E-03	4.15E-04
1458.13	1500	13548.73	7.06E-03	4.12E-04
1459.13	1500	13527.05	7.06E-03	4.12E-04
1460.13	1500	13572.27	7.06E-03	4.05E-04
1461.13	1500	13578.42	7.07E-03	4.02E-04
1462.13	1500	13564.51	7.07E-03	4.02E-04
1463.13	1500	13573.57	7.08E-03	3.99E-04
1464.13	1500	13581.95	7.08E-03	3.97E-04
1465.13	1500	13589.22	7.08E-03	3.94E-04
1466.13	1500	13585.67	7.09E-03	3.92E-04
1467.13	1500	13608.52	7.09E-03	3.88E-04
1468.13	1500	13596.01	7.09E-03	3.89E-04
1469.13	1500	13605.63	7.10E-03	3.84E-04
1470.13	1500	13615.9	7.10E-03	3.82E-04
1471.13	1500	13628.71	7.11E-03	3.79E-04
1472.13	1500	13634.01	7.11E-03	3.76E-04
1473.13	1500	13631.95	7.11E-03	3.75E-04
1474.13	1500	13656.84	7.12E-03	3.71E-04
1475.13	1500	13634.38	7.12E-03	3.71E-04
1476.13	1500	13668.23	7.13E-03	3.66E-04
1477.13	1500	13683.28	7.13E-03	3.62E-04
1478.13	1500	13701.87	7.13E-03	3.59E-04
1479.13	1500	13684.33	7.14E-03	3.58E-04
1480.13	1500	13691.29	7.14E-03	3.56E-04
1481.13	1500	13681.38	7.15E-03	3.55E-04
1482.13	1500	13715.08	7.16E-03	3.50E-04
1483.13	1500	13714.86	7.16E-03	3.48E-04
1484.13	1500	13709.75	7.16E-03	3.47E-04
1485.13	1500	13715.35	7.16E-03	3.44E-04
1486.13	1500	13732.09	7.17E-03	3.41E-04
1487.13	1500	13720.75	7.17E-03	3.40E-04
1488.13	1500	13746.9	7.18E-03	3.36E-04
1489.13	1500	13744.47	7.18E-03	3.34E-04
1490.13	1500	13760.11	7.19E-03	3.31E-04
1491.13	1500	13757.1	7.19E-03	3.29E-04
1492.13	1500	13772.16	7.19E-03	3.25E-04
1493.13	1500	13767.85	7.19E-03	3.24E-04
1494.13	1500	13782.37	7.20E-03	3.20E-04
1495.13	1500	13804.02	7.20E-03	3.17E-04
1496.13	1500	13798.98	7.21E-03	3.15E-04
1497.13	1500	13800.02	7.21E-03	3.13E-04
1498.13	1500	13809.94	7.22E-03	3.10E-04
1499.13	1500	13815.51	7.22E-03	3.08E-04
1500.13	1500	13820.4	7.23E-03	3.05E-04
1501.13	1500	13842.74	7.23E-03	3.01E-04
1502.13	1500	13824.53	7.23E-03	3.01E-04
1503.13	1500	13847.87	7.24E-03	2.97E-04
1504.13	1500	13840.97	7.24E-03	2.95E-04
1505.13	1500	13849.11	7.24E-03	2.93E-04
1506.13	1500	13853.08	7.25E-03	2.90E-04
1507.13	1500	13866.56	7.25E-03	2.87E-04
1508.13	1500	13876.48	7.26E-03	2.84E-04
1509.13	1500	13879.07	7.26E-03	2.82E-04
1510.13	1500	13889.71	7.26E-03	2.79E-04
1511.13	1500	13896.15	7.27E-03	2.76E-04
1512.13	1500	13902.53	7.27E-03	2.73E-04
1513.13	1500	13917.05	7.28E-03	2.69E-04
1514.13	1500	13916.65	7.28E-03	2.67E-04
1515.13	1500	13930.54	7.28E-03	2.62E-04
1516.13	1500	13927.37	7.29E-03	2.62E-04
1517.13	1500	13928.18	7.29E-03	2.59E-04
1518.13	1500	13943.2	7.30E-03	2.55E-04
1519.13	1500	13939.73	7.30E-03	2.54E-04
1520.13	1500	13962.63	7.30E-03	2.49E-04
1521.13	1500	13969.37	7.31E-03	2.46E-04
1522.13	1500	13959.04	7.31E-03	2.44E-04
1523.13	1500	13972.58	7.32E-03	2.41E-04
1524.13	1500	13991.56	7.32E-03	2.37E-04
1525.13	1500	14001.76	7.32E-03	2.34E-04
1526.13	1500	14003.62	7.33E-03	2.32E-04
1527.13	1500	13987.26	7.33E-03	2.32E-04
1528.13	1500	14009.08	7.34E-03	2.27E-04
1529.13	1500	14008.41	7.34E-03	2.24E-04
1530.13	1500	14027.65	7.35E-03	2.21E-04
1531.13	1500	13997.04	7.35E-03	2.21E-04
1532.13	1500	14033.77	7.35E-03	2.16E-04
1533.13	1500	14036.4	7.36E-03	2.13E-04
1534.13	1500	14051	7.36E-03	2.10E-04
1535.13	1500	14050.48	7.36E-03	2.07E-04
1536.13	1500	14042.76	7.37E-03	2.05E-04
1537.13	1500	14072.13	7.37E-03	2.00E-04
1538.13	1500	14071.29	7.37E-03	1.98E-04
1539.13	1500	14066.92	7.38E-03	1.96E-04
1540.13	1500	14092.15	7.38E-03	1.91E-04
1541.13	1500	14091.65	7.39E-03	1.89E-04
1542.13	1500	14105.12	7.39E-03	1.86E-04
1543.13	1500	14115.52	7.40E-03	1.83E-04
1544.13	1500	14117.98	7.40E-03	1.80E-04
1545.13	1500	14121.73	7.41E-03	1.78E-04
1546.13	1500	14126.05	7.41E-03	1.76E-04
1547.13	1500	14138.61	7.41E-03	1.72E-04
1548.13	1500	14146.59	7.42E-03	1.69E-04
1549.13	1500	14146.56	7.42E-03	1.67E-04
1550.13	1500	14151.52	7.42E-03	1.63E-04
1551.13	1500	14157.95	7.43E-03	1.60E-04
1552.13	1500	14168.44	7.43E-03	1.57E-04
1553.13	1500	14174.13	7.44E-03	1.54E-04
1554.13	1500	14192.71	7.44E-03	1.50E-04
1555.13	1500	14186.62	7.44E-03	1.48E-04
1556.13	1500	14196.57	7.45E-03	1.44E-04
1557.13	1500	14204.65	7.45E-03	1.41E-04
1558.13	1500	14206.27	7.46E-03	1.38E-04
1559.13	1500	14208.81	7.46E-03	1.36E-04
1560.13	1500	14214.77	7.46E-03	1.32E-04
1561.13	1500	14248.01	7.47E-03	1.27E-04
1562.13	1500	14240.74	7.47E-03	1.26E-04
1563.13	1500	14249.03	7.48E-03	1.22E-04
1564.13	1500	14252.67	7.48E-03	1.19E-04
1565.13	1500	14263.71	7.49E-03	1.16E-04
1566.13	1500	14264	7.49E-03	1.12E-04
1567.13	1500	14263.44	7.49E-03	1.10E-04
1568.13	1500	14275.42	7.50E-03	1.07E-04
1569.13	1500	14274.87	7.50E-03	1.04E-04
1570.13	1500	14276.08	7.50E-03	1.02E-04
1571.13	1500	14304.89	7.51E-03	9.69E-05
1572.13	1500	14316.76	7.51E-03	9.25E-05
1573.13	1500	14303.02	7.51E-03	9.13E-05
1574.13	1500	14305.72	7.52E-03	8.84E-05
1575.13	1500	14305.99	7.52E-03	8.63E-05
1576.13	1500	14310.11	7.53E-03	8.29E-05
1577.13	1500	14315.85	7.53E-03	8.04E-05
1578.13	1500	14336	7.54E-03	7.62E-05
1579.13	1500	14324.4	7.54E-03	7.40E-05
1580.13	1500	14340.4	7.54E-03	6.99E-05
1581.13	1500	14370.77	7.55E-03	6.37E-05
1582.13	1500	14350.75	7.55E-03	6.36E-05
1583.13	1500	14370.86	7.56E-03	5.89E-05
1584.13	1500	14371.89	7.56E-03	5.62E-05
1585.13	1500	14374.14	7.56E-03	5.36E-05
1586.13	1500	14387.09	7.57E-03	4.94E-05
1587.13	1500	14389.76	7.57E-03	4.72E-05
1588.13	1500	14395.72	7.58E-03	4.41E-05
1589.13	1500	14408.17	7.58E-03	4.03E-05
1590.13	1500	14406.49	7.58E-03	3.69E-05
1591.13	1500	14419.02	7.59E-03	3.34E-05
1592.13	1500	14427.16	7.59E-03	2.95E-05
1593.13	1500	14417.64	7.59E-03	2.83E-05
1594.13	1500	14435.27	7.60E-03	2.38E-05
1595.13	1500	14434.87	7.60E-03	2.15E-05
1596.13	1500	14452.77	7.61E-03	1.65E-05
1597.13	1500	14476.65	7.61E-03	1.14E-05
1598.13	1500	14475.6	7.62E-03	9.38E-06
1599.13	1500	14482.71	7.62E-03	5.46E-06
1600.13	1500	14484.16	7.63E-03	2.26E-06
1601.13	1500	14476.07	7.63E-03	5.44E-07
1602.13	1500	14490.18	7.63E-03	-2.75E-06
1603.13	1500	14500.79	7.64E-03	-6.78E-06
1604.13	1500	14489.57	7.64E-03	-8.23E-06
1605.13	1500	14515.43	7.64E-03	-1.39E-05
1606.13	1500	14503.51	7.65E-03	-1.46E-05
1607.13	1500	14521.09	7.65E-03	-1.93E-05
1608.13	1500	14532.94	7.66E-03	-2.34E-05
1609.13	1500	14526.87	7.66E-03	-2.62E-05
1610.13	1500	14532.43	7.67E-03	-3.03E-05
1611.13	1500	14551.04	7.67E-03	-3.41E-05
1612.13	1500	14557.94	7.68E-03	-3.75E-05
1613.13	1500	14559	7.67E-03	-4.05E-05
1614.13	1500	14559.55	7.68E-03	-4.29E-05
1615.13	1500	14567.62	7.68E-03	-4.68E-05
1616.13	1500	14557.72	7.69E-03	-4.84E-05
1617.13	1500	14573.04	7.69E-03	-5.30E-05
1618.13	1500	14590.67	7.70E-03	-5.70E-05
1619.13	1500	14585.61	7.70E-03	-5.99E-05
1620.13	1500	14590.81	7.70E-03	-6.29E-05
1621.13	1500	14609.01	7.71E-03	-6.79E-05
1622.13	1500	14623.15	7.71E-03	-7.19E-05
1623.13	1500	14617.79	7.72E-03	-7.37E-05
1624.13	1500	14621.9	7.72E-03	-7.66E-05
1625.13	1500	14630.86	7.72E-03	-8.01E-05
1626.13	1500	14647.21	7.73E-03	-8.50E-05
1627.13	1500	14641.7	7.73E-03	-8.69E-05
1628.13	1500	14639.49	7.74E-03	-8.92E-05
1629.13	1500	14652.51	7.74E-03	-9.35E-05
1630.13	1500	14671.22	7.74E-03	-9.84E-05
1631.13	1500	14664.95	7.75E-03	-1.00E-04
1632.13	1500	14674.39	7.75E-03	-1.04E-04
1633.13	1500	14678.66	7.76E-03	-1.07E-04
1634.13	1500	14673.84	7.76E-03	-1.09E-04
1635.13	1500	14690.18	7.76E-03	-1.14E-04
1636.13	1500	14694.72	7.77E-03	-1.17E-04
1637.13	1500	14690.85	7.77E-03	-1.19E-04
1638.13	1500	14704.83	7.78E-03	-1.23E-04
1639.13	1500	14715.49	7.78E-03	-1.28E-04
1640.13	1500	14714.29	7.79E-03	-1.31E-04
1641.13	1500	14733.7	7.79E-03	-1.35E-04
1642.13	1500	14715.95	7.79E-03	-1.37E-04
1643.13	1500	14726.15	7.80E-03	-1.40E-04
1644.13	1500	14722.64	7.80E-03	-1.43E-04
1645.13	1500	14749.8	7.80E-03	-1.49E-04
1646.13	1500	14767.56	7.81E-03	-1.54E-04
1647.13	1500	14756.61	7.81E-03	-1.55E-04
1648.13	1500	14767.5	7.82E-03	-1.59E-04
1649.13	1500	14761.09	7.82E-03	-1.62E-04
1650.13	1500	14770.91	7.83E-03	-1.66E-04
1651.13	1500	14800.95	7.83E-03	-1.72E-04
1652.13	1500	14778.32	7.83E-03	-1.72E-04
1653.13	1500	14789.52	7.84E-03	-1.77E-04
1654.13	1500	14795.11	7.84E-03	-1.80E-04
1655.13	1500	14807.37	7.84E-03	-1.84E-04
1656.13	1500	14792.04	7.85E-03	-1.85E-04
1657.13	1500	14815.59	7.85E-03	-1.90E-04
1658.13	1500	14837.02	7.86E-03	-1.95E-04
1659.13	1500	14824.49	7.86E-03	-1.97E-04
1660.13	1500	14840.5	7.87E-03	-2.02E-04
1661.13	1500	14833	7.87E-03	-2.04E-04
1662.13	1500	14831.09	7.87E-03	-2.06E-04
1663.13	1500	14841.59	7.88E-03	-2.11E-04
1664.13	1500	14857.07	7.88E-03	-2.14E-04
1665.13	1500	14850.59	7.88E-03	-2.18E-04
1666.13	1500	14868.79	7.89E-03	-2.22E-04
1667.13	1500	14868.68	7.89E-03	-2.26E-04
1668.13	1500	14873.72	7.90E-03	-2.28E-04
1669.13	1500	14884.78	7.90E-03	-2.33E-04
1670.13	1500	14880.3	7.91E-03	-2.36E-04
1671.13	1500	14889.65	7.91E-03	-2.39E-04
1672.13	1500	14896.06	7.91E-03	-2.43E-04
1673.13	1500	14894.76	7.91E-03	-2.46E-04
1674.13	1500	14909.5	7.92E-03	-2.51E-04
1675.13	1500	14918.66	7.92E-03	-2.54E-04
1676.13	1500	14913.32	7.93E-03	-2.57E-04
1677.13	1500	14923.51	7.93E-03	-2.61E-04
1678.13	1500	14949.43	7.94E-03	-2.67E-04
1679.13	1500	14940.05	7.94E-03	-2.69E-04
1680.13	1500	14937.69	7.94E-03	-2.72E-04
1681.13	1500	14945.01	7.95E-03	-2.76E-04
1682.13	1500	14953.63	7.95E-03	-2.80E-04
1683.13	1500	14965.19	7.96E-03	-2.84E-04
1684.13	1500	14959.34	7.96E-03	-2.87E-04
1685.13	1500	14981.14	7.96E-03	-2.92E-04
1686.13	1500	14969.59	7.97E-03	-2.94E-04
1687.13	1500	14974.46	7.97E-03	-2.98E-04
1688.13	1500	14992.54	7.98E-03	-3.03E-04
1689.13	1500	14981.12	7.98E-03	-3.04E-04
1690.13	1500	14991.67	7.98E-03	-3.09E-04
1691.13	1500	15005.65	7.99E-03	-3.14E-04
1692.13	1500	15023.19	8.00E-03	-3.19E-04
1693.13	1500	15004.52	7.99E-03	-3.20E-04
1694.13	1500	15007.78	8.00E-03	-3.24E-04
1695.13	1500	15007.21	8.00E-03	-3.28E-04
1696.13	1500	15022.63	8.01E-03	-3.33E-04
1697.13	1500	15025.73	8.01E-03	-3.36E-04
1698.13	1500	15036.77	8.02E-03	-3.41E-04
1699.13	1500	15061.24	8.02E-03	-3.46E-04
1700.13	1500	15045.13	8.02E-03	-3.48E-04
1701.13	1500	15063.03	8.03E-03	-3.53E-04
1702.13	1500	15072.28	8.03E-03	-3.57E-04
1703.13	1500	15071.52	8.04E-03	-3.61E-04
1704.13	1500	15069.5	8.04E-03	-3.65E-04
1705.13	1500	15081.26	8.04E-03	-3.70E-04
1706.13	1500	15082.81	8.05E-03	-3.72E-04
1707.13	1500	15098.33	8.05E-03	-3.78E-04
1708.13	1500	15095.58	8.06E-03	-3.80E-04
1709.13	1500	15096.09	8.06E-03	-3.84E-04
1710.13	1500	15109.44	8.07E-03	-3.88E-04
1711.13	1500	15105.86	8.07E-03	-3.91E-04
1712.13	1500	15118.64	8.07E-03	-3.96E-04
1713.13	1500	15118.9	8.08E-03	-3.99E-04
1714.13	1500	15135.46	8.08E-03	-4.04E-04
1715.13	1500	15131.69	8.08E-03	-4.06E-04
1716.13	1500	15140.49	8.09E-03	-4.11E-04
1717.13	1500	15142.67	8.09E-03	-4.15E-04
1718.13	1500	15159.08	8.09E-03	-4.20E-04
1719.13	1500	15156.06	8.10E-03	-4.23E-04
1720.13	1500	15149.2	8.10E-03	-4.25E-04
1721.13	1500	15154	8.11E-03	-4.29E-04
1722.13	1500	15172.99	8.11E-03	-4.35E-04
1723.13	1500	15171.46	8.11E-03	-4.38E-04
1724.13	1500	15184.22	8.12E-03	-4.43E-04
1725.13	1500	15189.02	8.12E-03	-4.46E-04
1726.13	1500	15192.03	8.13E-03	-4.51E-04
1727.13	1500	15186.39	8.13E-03	-4.52E-04
1728.13	1500	15213.36	8.14E-03	-4.59E-04
1729.13	1500	15200.03	8.14E-03	-4.61E-04
1730.13	1500	15220.4	8.14E-03	-4.68E-04
1731.13	1500	15222.63	8.15E-03	-4.70E-04
1732.13	1500	15223.84	8.15E-03	-4.74E-04
1733.13	1500	15230.54	8.15E-03	-4.79E-04
1734.13	1500	15243.43	8.16E-03	-4.84E-04
1735.13	1500	15231.65	8.16E-03	-4.86E-04
1736.13	1500	15249.9	8.17E-03	-4.92E-04
1737.13	1500	15252.8	8.17E-03	-4.95E-04
1738.13	1500	15274.33	8.18E-03	-5.01E-04
1739.13	1500	15247.18	8.18E-03	-5.01E-04
1740.13	1500	15271.06	8.18E-03	-5.08E-04
1741.13	1500	15263.68	8.19E-03	-5.11E-04
1742.13	1500	15270.37	8.19E-03	-5.16E-04
1743.13	1500	15290.8	8.20E-03	-5.20E-04
1744.13	1500	15283.94	8.20E-03	-5.24E-04
1745.13	1500	15294.97	8.21E-03	-5.29E-04
1746.13	1500	15301.86	8.21E-03	-5.33E-04
1747.13	1500	15297.63	8.21E-03	-5.36E-04
1748.13	1500	15314.21	8.22E-03	-5.42E-04
1749.13	1500	15320.57	8.22E-03	-5.46E-04
1750.13	1500	15323.21	8.22E-03	-5.49E-04
1751.13	1500	15331.25	8.23E-03	-5.55E-04
1752.13	1500	15324.11	8.23E-03	-5.58E-04
1753.13	1500	15328.06	8.23E-03	-5.62E-04
1754.13	1500	15363.23	8.24E-03	-5.69E-04
1755.13	1500	15349.96	8.24E-03	-5.72E-04
1756.13	1500	15356.83	8.25E-03	-5.76E-04
1757.13	1500	15345.57	8.25E-03	-5.78E-04
1758.13	1500	15356.78	8.26E-03	-5.83E-04
1759.13	1500	15374.7	8.26E-03	-5.89E-04
1760.13	1500	15364.29	8.26E-03	-5.91E-04
1761.13	1500	15373.01	8.27E-03	-5.96E-04
1762.13	1500	15371.43	8.27E-03	-5.99E-04
1763.13	1500	15383.22	8.28E-03	-6.04E-04
1764.13	1500	15399.8	8.28E-03	-6.10E-04
1765.13	1500	15385.77	8.28E-03	-6.13E-04
1766.13	1500	15416.58	8.29E-03	-6.19E-04
1767.13	1500	15410.85	8.29E-03	-6.22E-04
1768.13	1500	15399.29	8.30E-03	-6.25E-04
1769.13	1500	15418.66	8.30E-03	-6.31E-04
1770.13	1500	15416.19	8.30E-03	-6.34E-04
1771.13	1500	15417.63	8.31E-03	-6.39E-04
1772.13	1500	15438.21	8.31E-03	-6.45E-04
1773.13	1500	15440.64	8.32E-03	-6.48E-04
1774.13	1500	15431.87	8.32E-03	-6.52E-04
1775.13	1500	15431.65	8.32E-03	-6.56E-04
1776.13	1500	15456.44	8.33E-03	-6.62E-04
1777.13	1500	15445.81	8.33E-03	-6.65E-04
1778.13	1500	15457.64	8.34E-03	-6.70E-04
1779.13	1500	15469.23	8.34E-03	-6.75E-04
1780.13	1500	15451.88	8.34E-03	-6.76E-04
1781.13	1500	15477.35	8.35E-03	-6.84E-04
1782.13	1500	15450.59	8.35E-03	-6.83E-04
1783.13	1500	15485.03	8.36E-03	-6.92E-04
1784.13	1500	15477.71	8.36E-03	-6.95E-04
1785.13	1500	15479.91	8.36E-03	-6.99E-04
1786.13	1500	15489.06	8.37E-03	-7.04E-04
1787.13	1500	15516.41	8.38E-03	-7.11E-04
1788.13	1500	15510.02	8.38E-03	-7.14E-04
1789.13	1500	15516.24	8.38E-03	-7.19E-04
1790.13	1500	15534.4	8.38E-03	-7.25E-04
1791.13	1500	15510.27	8.39E-03	-7.27E-04
1792.13	1500	15516.76	8.39E-03	-7.31E-04
1793.13	1500	15535.72	8.39E-03	-7.37E-04
1794.13	1500	15541.53	8.40E-03	-7.42E-04
1795.13	1500	15526.01	8.40E-03	-7.45E-04
1796.13	1500	15548.43	8.41E-03	-7.50E-04
1797.13	1500	15541.83	8.41E-03	-7.53E-04
1798.13	1500	15563.71	8.42E-03	-7.61E-04
1799.13	1500	15571.03	8.42E-03	-7.65E-04
1800.13	1500	15567.85	8.42E-03	-7.69E-04
1801.13	1500	15566.15	8.43E-03	-7.73E-04
1802.13	1500	15582.92	8.43E-03	-7.79E-04
1803.13	1500	15575.42	8.44E-03	-7.83E-04
1804.13	1500	15571.63	8.44E-03	-7.85E-04
1805.13	1500	15577.9	8.44E-03	-7.90E-04
1806.13	1500	15594.59	8.45E-03	-7.96E-04
1807.13	1500	15597.7	8.45E-03	-8.01E-04
1808.13	1500	15589.66	8.46E-03	-8.05E-04
1809.13	1500	15597.74	8.46E-03	-8.10E-04
1810.13	1500	15609.62	8.46E-03	-8.15E-04
1811.13	1500	15623.04	8.47E-03	-8.21E-04
1812.13	1500	15618.43	8.47E-03	-8.25E-04
1813.13	1500	15647.1	8.48E-03	-8.32E-04
1814.13	1500	15631.92	8.48E-03	-8.34E-04
1815.13	1500	15635.9	8.49E-03	-8.39E-04
1816.13	1500	15630.12	8.49E-03	-8.42E-04
1817.13	1500	15636.9	8.49E-03	-8.48E-04
1818.13	1500	15666.9	8.50E-03	-8.55E-04
1819.13	1500	15644.75	8.50E-03	-8.57E-04
1820.13	1500	15645.37	8.50E-03	-8.60E-04
1821.13	1500	15676.74	8.51E-03	-8.68E-04
1822.13	1500	15678.12	8.51E-03	-8.73E-04
1823.13	1500	15655.83	8.51E-03	-8.75E-04
1824.13	1500	15673.26	8.52E-03	-8.80E-04
1825.13	1500	15687.57	8.52E-03	-8.86E-04
1826.13	1500	15682.56	8.53E-03	-8.90E-04
1827.13	1500	15686.42	8.53E-03	-8.95E-04
1828.13	1500	15694.28	8.53E-03	-9.00E-04
1829.13	1500	15702.87	8.54E-03	-9.05E-04
1830.13	1500	15714.2	8.55E-03	-9.11E-04
1831.13	1500	15711.16	8.55E-03	-9.14E-04
1832.13	1500	15695.1	8.55E-03	-9.17E-04
1833.13	1500	15712.87	8.56E-03	-9.24E-04
1834.13	1500	15714.6	8.56E-03	-9.28E-04
1835.13	1500	15742.87	8.57E-03	-9.36E-04
1836.13	1500	15742.41	8.57E-03	-9.40E-04
1837.13	1500	15737.45	8.57E-03	-9.44E-04
1838.13	1500	15728.22	8.58E-03	-9.47E-04
1839.13	1500	15757.93	8.58E-03	-9.55E-04
1840.13	1500	15745.24	8.58E-03	-9.58E-04
1841.13	1500	15750.05	8.59E-03	-9.63E-04
1842.13	1500	15746.88	8.59E-03	-9.67E-04
1843.13	1500	15756.09	8.59E-03	-9.72E-04
1844.13	1500	15763.71	8.60E-03	-9.77E-04
1845.13	1500	15793.76	8.61E-03	-9.85E-04
1846.13	1500	15777.21	8.61E-03	-9.88E-04
1847.13	1500	15777.14	8.61E-03	-9.92E-04
1848.13	1500	15792.29	8.62E-03	-9.98E-04
1849.13	1500	15774.91	8.62E-03	-1.00E-03
1850.13	1500	15801.49	8.63E-03	-1.01E-03
1851.13	1500	15792.93	8.63E-03	-1.01E-03
1852.13	1500	15801.9	8.63E-03	-1.02E-03
1853.13	1500	15807.39	8.64E-03	-1.02E-03
1854.13	1500	15808.48	8.64E-03	-1.03E-03
1855.13	1500	15806.78	8.64E-03	-1.03E-03
1856.13	1500	15817.25	8.65E-03	-1.04E-03
1857.13	1500	15819.24	8.65E-03	-1.04E-03
1858.13	1500	15821.61	8.66E-03	-1.05E-03
1859.13	1500	15826.77	8.66E-03	-1.05E-03
1860.13	1500	15821.99	8.66E-03	-1.06E-03
1861.13	1500	15844.55	8.67E-03	-1.06E-03
1862.13	1500	15830.83	8.67E-03	-1.07E-03
1863.13	1500	15838.21	8.67E-03	-1.07E-03
1864.13	1500	15851.85	8.68E-03	-1.08E-03
1865.13	1500	15857	8.68E-03	-1.08E-03
1866.13	1500	15868.35	8.69E-03	-1.09E-03
1867.13	1500	15868.95	8.69E-03	-1.09E-03
1868.13	1500	15874.35	8.70E-03	-1.10E-03
1869.13	1500	15867.36	8.70E-03	-1.10E-03
1870.13	1500	15875.69	8.70E-03	-1.11E-03
1871.13	1500	15877.23	8.71E-03	-1.11E-03
1872.13	1500	15881.72	8.71E-03	-1.12E-03
1873.13	1500	15885.9	8.72E-03	-1.12E-03
1874.13	1500	15889.38	8.72E-03	-1.13E-03
1875.13	1500	15893.22	8.72E-03	-1.13E-03
1876.13	1500	15896.22	8.73E-03	-1.14E-03
1877.13	1500	15898.59	8.73E-03	-1.14E-03
1878.13	1500	15915.82	8.73E-03	-1.15E-03
1879.13	1500	15910.28	8.74E-03	-1.16E-03
1880.13	1500	15911.77	8.74E-03	-1.16E-03
1881.13	1500	15918.71	8.75E-03	-1.17E-03
1882.13	1500	15936.99	8.75E-03	-1.17E-03
1883.13	1500	15937.36	8.76E-03	-1.18E-03
1884.13	1500	15938.08	8.76E-03	-1.18E-03
1885.13	1500	15934.05	8.76E-03	-1.19E-03
1886.13	1500	15935.43	8.77E-03	-1.19E-03
1887.13	1500	15940.32	8.77E-03	-1.20E-03
1888.13	1500	15941.99	8.77E-03	-1.20E-03
1889.13	1500	15957.49	8.78E-03	-1.21E-03
1890.13	1500	15946.75	8.78E-03	-1.21E-03
1891.13	1500	15954.26	8.79E-03	-1.22E-03
1892.13	1500	15961.79	8.79E-03	-1.22E-03
1893.13	1500	15966.41	8.80E-03	-1.23E-03
1894.13	1500	15986.45	8.80E-03	-1.24E-03
1895.13	1500	15967.86	8.80E-03	-1.24E-03
1896.13	1500	15973.02	8.81E-03	-1.24E-03
1897.13	1500	15982.41	8.81E-03	-1.25E-03
1898.13	1500	15997.64	8.82E-03	-1.26E-03
1899.13	1500	16007.87	8.82E-03	-1.26E-03
1900.13	1500	16006.37	8.82E-03	-1.27E-03
1901.13	1500	15984.87	8.83E-03	-1.27E-03
1902.13	1500	16013.85	8.83E-03	-1.28E-03
1903.13	1500	16013.26	8.84E-03	-1.28E-03
1904.13	1500	16033.24	8.84E-03	-1.29E-03
1905.13	1500	16034.36	8.84E-03	-1.30E-03
1906.13	1500	16016.45	8.85E-03	-1.30E-03
1907.13	1500	16018.99	8.85E-03	-1.31E-03
1908.13	1500	16028.75	8.86E-03	-1.31E-03
1909.13	1500	16022.43	8.86E-03	-1.32E-03
1910.13	1500	16045.41	8.87E-03	-1.32E-03
1911.13	1500	16028.02	8.87E-03	-1.33E-03
1912.13	1500	16029.29	8.87E-03	-1.33E-03
1913.13	1500	16061.21	8.88E-03	-1.34E-03
1914.13	1500	16051.15	8.88E-03	-1.35E-03
1915.13	1500	16061.98	8.88E-03	-1.35E-03
1916.13	1500	16069.48	8.89E-03	-1.36E-03
1917.13	1500	16059.34	8.89E-03	-1.36E-03
1918.13	1500	16085.8	8.90E-03	-1.37E-03
1919.13	1500	16074.99	8.90E-03	-1.37E-03
1920.13	1500	16071.16	8.90E-03	-1.38E-03
1921.13	1500	16080.36	8.91E-03	-1.39E-03
1922.13	1500	16068.95	8.91E-03	-1.39E-03
1923.13	1500	16087.16	8.92E-03	-1.40E-03
1924.13	1500	16101.69	8.92E-03	-1.40E-03
1925.13	1500	16069.72	8.92E-03	-1.40E-03
1926.13	1500	16080.85	8.93E-03	-1.41E-03
1927.13	1500	16098.02	8.93E-03	-1.42E-03
1928.13	1500	16097.37	8.93E-03	-1.42E-03
1929.13	1500	16105.22	8.94E-03	-1.43E-03
1930.13	1500	16109.45	8.95E-03	-1.43E-03
1931.13	1500	16113.98	8.95E-03	-1.44E-03
1932.13	1500	16104.18	8.95E-03	-1.44E-03
1933.13	1500	16121.7	8.96E-03	-1.45E-03
1934.13	1500	16141.51	8.96E-03	-1.46E-03
1935.13	1500	16126.74	8.97E-03	-1.46E-03
1936.13	1500	16126.63	8.97E-03	-1.47E-03
1937.13	1500	16131.12	8.97E-03	-1.47E-03
1938.13	1500	16139.24	8.98E-03	-1.48E-03
1939.13	1500	16145.61	8.98E-03	-1.48E-03
1940.13	1500	16142.86	8.98E-03	-1.49E-03
1941.13	1500	16170.4	8.99E-03	-1.50E-03
1942.13	1500	16134.93	8.99E-03	-1.50E-03
1943.13	1500	16167.73	9.00E-03	-1.51E-03
1944.13	1500	16150.44	9.00E-03	-1.51E-03
1945.13	1500	16151.36	9.01E-03	-1.52E-03
1946.13	1500	16182.85	9.01E-03	-1.53E-03
1947.13	1500	16165.44	9.01E-03	-1.53E-03
1948.13	1500	16172.24	9.02E-03	-1.54E-03
1949.13	1500	16181.71	9.02E-03	-1.54E-03
1950.13	1500	16165.1	9.02E-03	-1.54E-03
1951.13	1500	16195.7	9.03E-03	-1.55E-03
1952.13	1500	16182.92	9.04E-03	-1.56E-03
1953.13	1500	16187.85	9.04E-03	-1.56E-03
