Depth(MD)	DTC	DTS	Bulk Density
[ft]	[us/ft]	[us/ft]	[g/cc]
3408.5	134.528	427.661	2.029
3409	135.029	419.119	2.075
3409.5	134.669	411.587	2.103
3410	134.193	404.088	2.092
3410.5	133.894	404.201	2.055
3411	134.293	403.776	2.021
3411.5	134.523	404.709	2.008
3412	134.826	405.216	2.014
3412.5	134.585	407.63	2.023
3413	134.518	410.97	2.027
3413.5	134.2	419.598	2.028
3414	134.336	422.72	2.031
3414.5	134.1	428.393	2.035
3415	134.251	432.097	2.04
3415.5	134.367	435.532	2.043
3416	134.01	438.394	2.042
3416.5	133.714	442.897	2.04
3417	133.348	445.27	2.043
3417.5	133.496	443.948	2.057
3418	133.551	437.195	2.081
3418.5	134.597	432.453	2.104
3419	135.239	427.331	2.106
3419.5	135.838	424.322	2.08
3420	136.475	416.299	2.047
3420.5	137.106	413.125	2.024
3421	137.519	414.532	2.014
3421.5	137.939	419.859	2.009
3422	138.835	428.381	2.004
3422.5	139.196	438.698	1.997
3423	139.553	446.262	1.995
3423.5	139.364	450.473	2
3424	138.976	450.932	2.007
3424.5	138.71	450.247	2.01
3425	138.163	450.632	2.009
3425.5	137.223	451.54	2.013
3426	137.213	455.881	2.023
3426.5	137.104	458.953	2.034
3427	137.234	459.162	2.045
3427.5	136.413	456.559	2.06
3428	135.865	452.548	2.08
3428.5	135.243	451.646	2.104
3429	135.568	452.479	2.125
3429.5	136.33	449.878	2.142
3430	137.102	448.47	2.159
3430.5	137.522	446.995	2.175
3431	137.863	445.505	2.185
3431.5	137.934	442.148	2.186
3432	138.019	439.349	2.184
3432.5	137.946	438.128	2.183
3433	137.53	436.871	2.182
3433.5	137.683	435.53	2.186
3434	138.334	435.535	2.195
3434.5	139.039	435.015	2.201
3435	139.177	432.813	2.199
3435.5	138.862	430.575	2.193
3436	138.43	428.493	2.191
3436.5	138.086	427.511	2.196
3437	137.947	427.188	2.2
3437.5	137.508	425.634	2.197
3438	137.118	424.338	2.191
3438.5	136.695	421.704	2.188
3439	136.206	419.7	2.192
3439.5	135.799	419.921	2.198
3440	135.362	419.39	2.196
3440.5	134.571	418.781	2.185
3441	134.197	418.508	2.175
3441.5	133.222	415.676	2.176
3442	132.215	413.248	2.189
3442.5	130.741	399.784	2.204
3443	129.238	385.889	2.217
3443.5	127.404	372.041	2.227
3444	126.368	367.451	2.235
3444.5	125.436	362.389	2.238
3445	125.155	357.791	2.236
3445.5	126.143	355.645	2.215
3446	126.805	356.392	2.172
3446.5	128.126	360.469	2.13
3447	130.126	367.952	2.113
3447.5	131.685	374.782	2.108
3448	131.825	383.803	2.079
3448.5	130.929	388.628	2.035
3449	129.226	390.638	2.017
3449.5	128.251	384.232	2.045
3450	127.67	379.251	2.09
3450.5	127.576	372.358	2.106
3451	127.787	377.425	2.089
3451.5	128.277	378.9	2.085
3452	128.941	382.476	2.11
3452.5	129.876	382.36	2.139
3453	130.852	383.932	2.145
3453.5	131.173	390.173	2.132
3454	131.592	394.611	2.125
3454.5	132.104	394.628	2.143
3455	133.085	397.119	2.178
3455.5	134.021	402.466	2.203
3456	134.774	408.017	2.206
3456.5	135.171	414.156	2.2
3457	135.55	418.706	2.195
3457.5	136.177	421.865	2.191
3458	136.709	421.046	2.188
3458.5	136.942	419.294	2.188
3459	135.736	415.883	2.188
3459.5	134.298	414.009	2.186
3460	133.166	411.884	2.182
3460.5	133.943	415.599	2.182
3461	134.726	417.523	2.186
3461.5	135.187	421.575	2.187
3462	135.83	424.711	2.182
3462.5	135.981	426.378	2.174
3463	136.144	427.112	2.17
3463.5	135.298	417.628	2.167
3464	134.893	413.5	2.159
3464.5	134.088	403.41	2.135
3465	133.622	402.227	2.106
3465.5	133.617	401.681	2.09
3466	134.041	404.559	2.092
3466.5	134.525	407.587	2.09
3467	135.261	416.792	2.069
3467.5	135.995	419.177	2.04
3468	137.284	422.127	2.019
3468.5	138.678	418.652	2.013
3469	139.385	421.931	2.013
3469.5	139.14	420.82	2.009
3470	137.989	416.155	2.003
3470.5	136.614	413.468	2.007
3471	135.325	411.963	2.023
3471.5	135.053	412.386	2.038
3472	135.187	413.395	2.04
3472.5	136.234	412.421	2.032
3473	136.931	408.859	2.031
3473.5	138.015	405.814	2.044
3474	138.281	406.022	2.064
3474.5	138.653	405.602	2.067
3475	139.201	407.931	2.046
3475.5	139.713	411.703	2.019
3476	139.587	416.318	2.006
3476.5	139.056	424.517	2.002
3477	138.276	430.012	1.999
3477.5	137.595	435.945	1.997
3478	136.577	437.85	1.995
3478.5	135.529	436.3	2.003
3479	134.523	429.447	2.032
3479.5	133.864	418.868	2.08
3480	133.988	411.522	2.121
3480.5	134.727	408.704	2.13
3481	135.636	412.706	2.107
3481.5	136.53	415.473	2.07
3482	136.819	421.693	2.04
3482.5	137.122	423.828	2.03
3483	136.563	427.444	2.037
3483.5	135.758	430.427	2.049
3484	135.069	429.036	2.057
3484.5	135.257	419.996	2.062
3485	135.681	416.862	2.078
3485.5	136.151	415.769	2.099
3486	136.656	420.302	2.098
3486.5	137.591	423.067	2.067
3487	138.524	426.812	2.035
3487.5	138.699	428.905	2.023
3488	138.538	432.508	2.023
3488.5	138.003	435.594	2.022
3489	137.933	434.745	2.021
3489.5	137.555	432.786	2.023
3490	137.301	435.55	2.023
3490.5	137.39	442.395	2.018
3491	137.742	443.469	2.013
3491.5	138.686	439.426	2.027
3492	139.063	432.441	2.063
3492.5	139.754	426.44	2.096
3493	139.967	420.311	2.091
3493.5	140.433	413.125	2.058
3494	139.903	411.86	2.029
3494.5	139.552	415.356	2.015
3495	138.975	420.449	2.007
3495.5	138.811	421.735	1.998
3496	138.924	422.996	1.99
3496.5	139.038	424.298	1.988
3497	138.951	427.47	1.991
3497.5	138.411	431.02	1.995
3498	137.769	436.025	1.999
3498.5	137.008	440.309	2.008
3499	136.83	444.771	2.027
3499.5	136.811	441.233	2.049
3500	137.461	438.228	2.062
3500.5	137.913	432.312	2.064
3501	138.491	430.007	2.057
3501.5	138.924	430.328	2.048
3502	139.242	433.465	2.042
3502.5	139.521	435.309	2.036
3503	140.195	436.029	2.025
3503.5	140.38	433.849	2.015
3504	139.506	434.894	2.012
3504.5	138.896	435.217	2.016
3505	138.584	435.109	2.021
3505.5	138.429	433.694	2.026
3506	138.626	432.15	2.037
3506.5	139.048	434.579	2.052
3507	139.38	431.606	2.06
3507.5	139.51	429.999	2.057
3508	139.275	429.43	2.049
3508.5	138.881	429.992	2.044
3509	138.329	433.312	2.041
3509.5	137.577	436.481	2.037
3510	136.683	443.006	2.034
3510.5	136.784	446.149	2.035
3511	137.72	445.246	2.04
3511.5	139.701	442.014	2.043
3512	140.782	437.876	2.04
3512.5	140.906	436.387	2.039
3513	140.822	436.192	2.043
3513.5	141.194	438.828	2.045
3514	141.795	439.09	2.031
3514.5	141.577	438.48	2.005
3515	140.932	436.921	1.998
3515.5	139.573	433.582	2.014
3516	138.641	433.437	2.029
3516.5	137.374	430.278	2.032
3517	136.467	430.088	2.029
3517.5	135.687	434.257	2.022
3518	135.258	438.988	2.016
3518.5	134.604	434.007	2.03
3519	134.683	423.659	2.075
3519.5	134.894	412.956	2.126
3520	135.467	406.017	2.141
3520.5	135.679	404.607	2.117
3521	135.758	409.324	2.085
3521.5	135.054	415.07	2.073
3522	135.037	416.408	2.087
3522.5	135.025	417.202	2.118
3523	134.77	413.135	2.146
3523.5	134.755	414.38	2.157
3524	135.012	399.666	2.158
3524.5	135.718	398.92	2.152
3525	136.25	401	2.139
3525.5	136.856	406.56	2.119
3526	137.541	411.915	2.095
3526.5	137.507	417.622	2.079
3527	137.358	422.555	2.085
3527.5	137.269	425.601	2.112
3528	137.004	426.104	2.14
3528.5	136.892	422.241	2.154
3529	136.533	421.911	2.162
3529.5	136.358	418.111	2.176
3530	137.187	417.883	2.191
3530.5	138.154	415.035	2.202
3531	138.889	409.397	2.206
3531.5	139.616	407.536	2.205
3532	138.575	409.131	2.2
3532.5	138.274	405.094	2.199
3533	138.182	400.542	2.201
3533.5	138.494	396.572	2.201
3534	139.079	399.353	2.193
3534.5	139.606	407.949	2.18
3535	139.988	420.375	2.162
3535.5	140.895	430.118	2.144
3536	140.529	441.97	2.141
3536.5	140.122	440.404	2.151
3537	139.456	440.408	2.159
3537.5	138.882	436.402	2.162
3538	139.121	439	2.169
3538.5	139.094	439.481	2.176
3539	139.152	438.521	2.178
3539.5	138.767	434.275	2.178
3540	138.68	433.25	2.181
3540.5	138.499	431.551	2.188
3541	138.461	430.466	2.198
3541.5	138.348	429.068	2.203
3542	138.735	428.919	2.202
3542.5	139.169	429.431	2.199
3543	139.636	429.848	2.198
3543.5	139.796	430.19	2.197
3544	139.767	430.599	2.195
3544.5	139.496	431.65	2.193
3545	139.305	432.767	2.19
3545.5	139.32	433.97	2.186
3546	139.535	433.441	2.179
3546.5	139.899	434.741	2.175
3547	140.464	434.054	2.177
3547.5	140.493	433.926	2.18
3548	140.166	431.33	2.183
3548.5	139.425	427.436	2.184
3549	138.97	422.771	2.188
3549.5	138.296	418.093	2.196
3550	137.796	414.998	2.203
3550.5	137.462	410.942	2.203
3551	136.913	406.514	2.201
3551.5	136.575	405.136	2.203
3552	136.093	404.075	2.207
3552.5	136.008	403.758	2.21
3553	135.684	402.042	2.209
3553.5	135.523	400.437	2.21
3554	134.424	396.542	2.214
3554.5	133.308	392.971	2.221
3555	131.567	387.098	2.228
3555.5	130.395	381.584	2.233
3556	129.335	374.736	2.237
3556.5	127.996	367.382	2.239
3557	127.06	361.608	2.233
3557.5	126.602	355.419	2.224
3558	126.249	352.744	2.22
3558.5	125.979	347.865	2.223
3559	126.025	343.897	2.227
3559.5	126.006	342.964	2.226
3560	126.029	347.028	2.222
3560.5	125.735	351.341	2.218
3561	125.28	353.472	2.212
3561.5	125.309	355.871	2.199
3562	125.385	358.274	2.18
3562.5	125.959	361.801	2.169
3563	126.954	363.818	2.176
3563.5	127.727	367.307	2.193
3564	128.28	374.447	2.199
3564.5	128.231	380.305	2.19
3565	128.173	385.98	2.176
3565.5	127.928	383.453	2.167
3566	127.628	382.372	2.166
3566.5	126.972	377.257	2.174
3567	126.769	374.184	2.195
3567.5	126.963	374.49	2.222
3568	126.805	369.899	2.237
3568.5	127.121	369.636	2.23
3569	127.227	373.935	2.211
3569.5	128.354	378.046	2.19
3570	129.331	383.871	2.168
3570.5	130.598	386.382	2.147
3571	132.054	388.969	2.136
3571.5	133.744	391.424	2.136
3572	134.81	392.844	2.14
3572.5	135.228	395.612	2.132
3573	135.259	401.545	2.112
3573.5	135.267	408.64	2.096
3574	135.051	414.616	2.092
3574.5	134.934	420.942	2.092
3575	134.223	423.202	2.089
3575.5	133.544	425.297	2.088
3576	132.367	424.914	2.096
3576.5	131.357	418.683	2.113
3577	131.004	411.628	2.131
3577.5	131.147	409.01	2.138
3578	131.713	409.823	2.139
3578.5	132.627	411.586	2.138
3579	133.126	411.427	2.135
3579.5	134.076	409.826	2.127
3580	134.81	411.024	2.119
3580.5	135.454	413.915	2.114
3581	135.624	417.448	2.104
3581.5	135.778	420.604	2.084
3582	136.063	419.718	2.066
3582.5	136.001	418.007	2.061
3583	135.76	419.167	2.065
3583.5	135.183	421.323	2.066
3584	135.295	423.492	2.06
3584.5	135.478	423.732	2.052
3585	135.857	422.848	2.051
3585.5	136.934	421.567	2.057
3586	137.934	419.849	2.062
3586.5	139.239	418.121	2.058
3587	139.731	415.965	2.05
3587.5	140.296	415.102	2.046
3588	140.036	414.691	2.048
3588.5	139.288	414.223	2.056
3589	138.58	414.679	2.069
3589.5	137.048	413.792	2.08
3590	135.221	413.914	2.08
3590.5	132.632	415.221	2.07
3591	131.578	417.815	2.059
3591.5	131.416	421.494	2.056
3592	131.636	424.522	2.061
3592.5	132.478	427.787	2.068
3593	133.883	432.132	2.067
3593.5	134.904	437.599	2.055
3594	135.307	440.802	2.041
3594.5	135.65	441.785	2.034
3595	136.568	439.081	2.034
3595.5	137.308	437.551	2.039
3596	137.689	434.555	2.048
3596.5	137.073	434.23	2.059
3597	136.382	434.119	2.066
3597.5	136.106	433.287	2.064
3598	135.818	432.692	2.059
3598.5	134.615	429.819	2.057
3599	133.321	426.277	2.053
3599.5	132.36	424.893	2.043
3600	132.317	422.044	2.035
3600.5	132.665	417.918	2.034
3601	133.24	411.798	2.033
3601.5	132.995	408.556	2.032
3602	132.928	407.51	2.038
3602.5	133.504	409.37	2.051
3603	134.299	410.944	2.062
3603.5	135.031	413.646	2.058
3604	136.034	415.267	2.038
3604.5	136.45	418.415	2.015
3605	136.911	421.07	2.01
3605.5	135.761	427.469	2.025
3606	136.277	434.081	2.039
3606.5	135.257	441.75	2.038
3607	135.45	448.421	2.019
3607.5	135.017	454.304	1.997
3608	134.958	454.609	1.995
3608.5	135.316	448.213	2.025
3609	135.604	437.612	2.069
3609.5	135.758	433.27	2.094
3610	136.133	434.063	2.095
3610.5	136.566	437.027	2.083
3611	137.026	436.036	2.066
3611.5	136.554	431.851	2.05
3612	135.622	426.663	2.037
3612.5	134.6	421.393	2.032
3613	133.384	419.252	2.034
3613.5	131.558	417.418	2.039
3614	130.16	417.996	2.041
3614.5	129.992	417.41	2.04
3615	130.704	414.683	2.036
3615.5	131.613	413.581	2.031
3616	132.912	412.29	2.025
3616.5	134.059	411.613	2.02
3617	134.763	410.519	2.015
3617.5	135.203	410.198	2.012
3618	135.833	410.869	2.01
3618.5	137.114	415.126	2.006
3619	138.721	421.82	1.999
3619.5	140.205	429.017	1.993
3620	141.522	433.017	1.993
3620.5	141.358	433.43	1.999
3621	140.022	429.539	2.011
3621.5	138.256	428.066	2.024
3622	136.214	429.264	2.035
3622.5	134.763	433.716	2.041
3623	133.312	431.386	2.05
3623.5	132.534	420.934	2.075
3624	131.206	405.154	2.126
3624.5	130.34	397.015	2.186
3625	128.428	393.696	2.227
3625.5	127.198	386.479	2.239
3626	126.283	379.279	2.245
3626.5	126.628	370.802	2.256
3627	127.758	371.48	2.265
3627.5	129.698	368.876	2.268
3628	131.454	365.993	2.267
3628.5	132.294	360.706	2.263
3629	132.156	358.926	2.256
3629.5	131.193	358.675	2.253
3630	129.857	356.982	2.256
3630.5	128.559	356.153	2.263
3631	127.427	355.399	2.267
3631.5	126.944	355.565	2.264
3632	125.967	354.05	2.257
3632.5	125.447	351.758	2.255
3633	125.213	350.62	2.257
3633.5	125.339	350.277	2.258
3634	125.869	353.425	2.258
3634.5	126.149	358.841	2.261
3635	126.259	364.535	2.263
3635.5	126.184	366.328	2.263
3636	125.627	363.601	2.262
3636.5	124.83	359.782	2.263
3637	123.363	357.748	2.263
3637.5	122.892	358.186	2.262
3638	124.012	363.685	2.264
3638.5	125.64	372.818	2.269
3639	127.698	385.331	2.267
3639.5	129.939	397.35	2.255
3640	132.127	408.42	2.235
3640.5	134.412	417.793	2.217
3641	135.679	423.487	2.209
3641.5	136.297	425.795	2.21
3642	136.624	425.489	2.217
3642.5	136.701	424.45	2.226
3643	136.423	423.009	2.234
3643.5	136.32	421.525	2.237
3644	136.7	422.694	2.236
3644.5	137.22	424.51	2.233
3645	138.042	426.663	2.229
3645.5	138.432	427.238	2.224
3646	138.464	426.422	2.221
3646.5	137.836	424.437	2.222
3647	136.833	420.639	2.228
3647.5	136.167	413.99	2.235
3648	135.504	407.489	2.236
3648.5	135.209	402.172	2.233
3649	135.112	399.202	2.23
3649.5	134.791	398.385	2.231
3650	134.491	398.758	2.236
3650.5	134.374	398.771	2.238
3651	134.662	396.878	2.235
3651.5	134.978	396.722	2.229
3652	134.237	397.256	2.224
3652.5	133.975	399.879	2.223
3653	133.534	401.245	2.223
3653.5	133.442	401.73	2.224
3654	132.997	401.84	2.227
3654.5	132.714	401.651	2.23
3655	132.193	400.453	2.232
3655.5	131.507	397.636	2.232
3656	130.676	394.165	2.231
3656.5	129.784	391.134	2.232
3657	129.14	389.713	2.236
3657.5	129.352	390.726	2.241
3658	129.893	394.932	2.242
3658.5	131.059	402.391	2.232
3659	132.237	408.805	2.22
3659.5	133.831	414.347	2.215
3660	135.068	414.717	2.217
3660.5	135.781	412.196	2.225
3661	134.87	407.745	2.236
3661.5	134.316	406.116	2.244
3662	134.094	406.611	2.242
3662.5	134.538	409.2	2.236
3663	134.93	411.597	2.23
3663.5	135.844	413.836	2.226
3664	136.202	413.396	2.222
3664.5	136.451	412.494	2.221
3665	136.289	410.748	2.22
3665.5	136.4	409.776	2.218
3666	136.463	409.534	2.221
3666.5	136.697	410.138	2.228
3667	137.252	410.76	2.232
3667.5	137.513	410.629	2.226
3668	137.502	410.776	2.213
3668.5	137.17	410.274	2.206
3669	137.262	409.319	2.208
3669.5	137.332	407.381	2.214
3670	137.379	405.956	2.222
3670.5	137.463	405.333	2.228
3671	137.586	405.27	2.23
3671.5	137.906	405.17	2.228
3672	137.962	405.272	2.227
3672.5	137.7	404.807	2.225
3673	137.641	402.999	2.22
3673.5	137.577	400.666	2.216
3674	137.012	397.388	2.217
3674.5	135.96	392.946	2.221
3675	134.071	387.54	2.224
3675.5	132.431	381.203	2.226
3676	131.268	374.507	2.228
3676.5	130.286	367.792	2.231
3677	128.602	361.112	2.239
3677.5	126.844	354.732	2.249
3678	125.74	348.652	2.255
3678.5	125.764	343.709	2.256
3679	125.371	340.818	2.254
3679.5	125.483	341.106	2.251
3680	125.964	344.716	2.249
3680.5	126.967	351.542	2.248
3681	128.796	360.752	2.243
3681.5	130.83	371.257	2.235
3682	132.913	381.38	2.226
3682.5	134.94	389.5	2.219
3683	135.085	394.962	2.212
3683.5	135.047	398.45	2.204
3684	134.331	400.515	2.202
3684.5	133.903	401.839	2.205
3685	133.182	402.347	2.211
3685.5	132.726	401.079	2.215
3686	132.07	396.837	2.219
3686.5	131.335	388.115	2.221
3687	129.969	375.395	2.219
3687.5	128.919	362.166	2.218
3688	128.728	351.272	2.225
3688.5	129.582	344.294	2.237
3689	130.589	340.246	2.234
3689.5	130.873	341.123	2.205
3690	130.815	344.646	2.164
3690.5	130.775	350.879	2.128
3691	131.038	356.546	2.107
3691.5	131.31	364.027	2.1
3692	131.719	371.809	2.107
3692.5	131.102	381.158	2.119
3693	130.431	389.137	2.127
3693.5	129.843	393.798	2.128
3694	129.295	395.312	2.126
3694.5	128.648	397.254	2.118
3695	128.777	400.885	2.101
3695.5	129.508	406.125	2.082
3696	130.812	410.792	2.071
3696.5	131.057	414.251	2.068
3697	131.088	416.023	2.067
3697.5	131.128	414.947	2.066
3698	131.177	411.766	2.062
3698.5	131.353	407.658	2.06
3699	131.311	405.377	2.064
3699.5	131.204	405.768	2.07
3700	131.027	405.834	2.077
3700.5	131.263	407.507	2.08
3701	131.68	407.688	2.076
3701.5	132.513	409.721	2.071
3702	133.014	411.236	2.072
3702.5	132.73	414.724	2.075
3703	132.268	419.461	2.075
3703.5	132.277	423.909	2.069
3704	132.299	427	2.058
3704.5	132.093	428.423	2.049
3705	131.353	428.996	2.05
3705.5	130.629	429.452	2.061
3706	129.837	428.967	2.077
3706.5	129.349	427.82	2.092
3707	129.355	425.201	2.103
3707.5	129.571	421.025	2.103
3708	129.736	415.917	2.097
3708.5	129.779	410.785	2.095
3709	129.915	403.956	2.097
3709.5	130.093	408.055	2.098
3710	130.197	410.912	2.095
3710.5	130.856	412.594	2.088
3711	131.635	415.702	2.071
3711.5	132.796	422.275	2.049
3712	133.65	425.982	2.03
3712.5	134.09	425.78	2.024
3713	134.045	424.035	2.037
3713.5	133.588	419.99	2.056
3714	133.099	413.937	2.061
3714.5	133.293	407.638	2.054
3715	134.022	404.814	2.055
3715.5	133.795	403.822	2.056
3716	133.763	405.786	2.039
3716.5	134.012	404.33	2.016
3717	134.555	403.897	2.011
3717.5	133.808	402.349	2.024
3718	132.91	401.277	2.033
3718.5	132.19	398.656	2.027
3719	132.142	395.188	2.021
3719.5	131.819	394.418	2.029
3720	132.032	393.649	2.041
3720.5	132.561	394.85	2.046
3721	133.406	398.018	2.043
3721.5	133.493	404.593	2.034
3722	133.564	411.312	2.019
3722.5	133.286	413.533	2.011
3723	132.268	412.982	2.02
3723.5	131.481	408.968	2.039
3724	130.884	401.673	2.059
3724.5	130.614	394.09	2.074
3725	130.45	388.482	2.085
3725.5	130.059	384.229	2.087
3726	129.861	384.321	2.082
3726.5	129.554	385.171	2.082
3727	129.234	386.351	2.094
3727.5	129.42	388.179	2.108
3728	129.42	388.786	2.116
3728.5	129.501	388.311	2.118
3729	128.89	387.105	2.113
3729.5	128.45	384.638	2.095
3730	128.24	380.61	2.076
3730.5	128.581	376.005	2.071
3731	128.568	372.526	2.075
3731.5	128.624	371.216	2.072
3732	129.068	370.921	2.059
3732.5	129.48	370.662	2.043
3733	129.522	371.213	2.031
3733.5	129.269	371.184	2.027
3734	128.29	371.748	2.031
3734.5	128.003	372.295	2.036
3735	127.576	371.59	2.036
3735.5	127.818	369.424	2.029
3736	128.17	367.3	2.025
3736.5	128.519	366.68	2.027
3737	128.469	367.007	2.029
3737.5	128.246	367.157	2.027
3738	128.114	366.588	2.027
3738.5	128.277	366.51	2.03
3739	128.968	367.614	2.029
3739.5	129.197	370.087	2.019
3740	129.519	372.238	2.009
3740.5	129.605	373.956	2.008
3741	129.731	374.962	2.014
3741.5	129.64	375.391	2.018
3742	129.447	375.182	2.015
3742.5	129.476	374.256	2.009
3743	129.535	373.323	2.003
3743.5	130.152	371.922	2
3744	130.251	370.235	2.001
3744.5	129.78	368.643	2.006
3745	128.882	367.727	2.015
3745.5	128.111	368.001	2.019
3746	128.01	367.741	2.015
3746.5	128.88	367.014	2.007
3747	130.388	366.403	2.003
3747.5	130.735	366.795	2.001
3748	130.716	368.348	1.999
3748.5	130.224	370.485	2.001
3749	129.756	372.982	2.007
3749.5	129.38	376.296	2.014
3750	129.113	379.917	2.02
3750.5	129.27	384.191	2.022
3751	130.108	387.229	2.019
3751.5	130.374	387.934	2.018
3752	131.384	387.76	2.019
3752.5	131.398	387.512	2.02
3753	131.865	388.849	2.018
3753.5	131.38	388.604	2.02
3754	131.145	389.777	2.031
3754.5	130.142	386.478	2.043
3755	129.49	388.844	2.045
3755.5	129.207	389.154	2.033
3756	129.116	390.238	2.02
3756.5	129.415	390.237	2.016
3757	129.604	392.587	2.026
3757.5	129.759	392.449	2.038
3758	129.808	391.42	2.041
3758.5	130.796	390.728	2.035
