0, 60, 3.8575e+007
0, 60.4, 2.03487e+007
0, 60.8, 1.44834e+007
0, 61.2, 1.1164e+007
0, 61.6, 7.64913e+006
0, 62, 6.68534e+006
0, 62.4, 5.62821e+006
0, 62.8, 4.95763e+006
0, 63.2, 4.80697e+006
0, 63.6, 3.93133e+006
0, 64, 3.57728e+006
0, 64.4, 3.25754e+006
0, 64.8, 2.98702e+006
0, 65.2, 2.73531e+006
0, 65.6, 2.20239e+006
0, 66, 2.04438e+006
0, 66.4, 1.90459e+006
0, 66.8, 1.77764e+006
0, 67.2, 1.66741e+006
0, 67.6, 1.54108e+006
0, 68, 1.42639e+006
0, 68.4, 1.33732e+006
0, 68.8, 1.25631e+006
0, 69.2, 1.17827e+006
0, 69.6, 1.04357e+006
0, 70, 980973
0, 70.4, 884018
0, 70.8, 833730
0, 71.2, 786690
0, 71.6, 700942
0, 72, 661590
0, 72.4, 623363
0, 72.8, 587153
0, 73.2, 553151
0, 73.6, 514323
0, 74, 485014
0, 74.4, 457698
0, 74.8, 430978
0, 75.2, 393499
0, 75.6, 347663
0, 76, 325582
0, 76.4, 306562
0, 76.8, 288435
0, 77.2, 270688
0, 77.6, 236353
0, 78, 218776
0, 78.4, 205164
0, 78.8, 191283
0, 79.2, 175446
0, 79.6, 153106
0, 80, 153106
0, 80.4, 135108
0, 80.8, 135108
0, 81.2, 97021.2
0, 81.6, 97021.2
0, 82, 70507.8
0, 82.4, 70507.8
0, 82.8, 47068.3
0, 83.2, 47068.3
0, 83.6, 47068.3
0, 84, 25325.7
0, 84.4, 25325.7
0, 84.8, 3392.68
0, 85.2, 3392.68
0, 85.6, 3392.68
0, 86, -2685.14
0, 86.4, -2685.14
0, 86.8, -25121.1
0, 87.2, -25121.1
0, 87.6, -25121.1
0, 88, -31742.5
0, 88.4, -31742.5
0, 88.8, -50345.7
0, 89.2, -50345.7
0, 89.6, -50345.7
0, 90, -63241.1
0, 90.4, -63241.1
0, 90.8, -70849.7
0, 91.2, -70849.7
0, 91.6, -70849.7
0, 92, -77821
0, 92.4, -77821
0, 92.8, -84509.7
0, 93.2, -84509.7
0, 93.6, -84509.7
0, 94, -90020.4
0, 94.4, -90020.4
0, 94.8, -95398.8
0, 95.2, -95398.8
0, 95.6, -95398.8
0, 96, -98494.5
0, 96.4, -98494.5
0, 96.8, -101060
0, 97.2, -101060
0, 97.6, -101060
0, 98, -102798
0, 98.4, -102798
0, 98.8, -103207
0, 99.2, -103207
0, 99.6, -103207
