0.05, 0, 0, 0, 0
0.06, 0, 0, 0, 0
0.07, 0, 0, 0, 0
0.08, 0, 0, 0, 0
0.09, 0, 0, 0, 0
0.1, 0, 130106, -738004, -827773
0.11, 0, 146976, -670524, 866751
0.12, 0, -1.09373e+006, -2.40796e+006, 619788
0.13, 0, -2.8102e+006, -3.48055e+006, 589812
0.14, 0, -2.8102e+006, -3.48055e+006, 589812
0.15, 0, -2.8102e+006, -3.48055e+006, 589812
0.16, 0, -4.49089e+006, -3.8441e+006, 398759
0.17, 0, -4.49089e+006, -3.8441e+006, 398759
0.18, 0, -6.16218e+006, -4.0801e+006, 470801
0.19, 0, -6.16218e+006, -4.0801e+006, 470801
0.2, 0, -6.16218e+006, -4.0801e+006, 470801
0.21, 0, -7.41412e+006, -4.13988e+006, 428903
0.22, 0, -7.41412e+006, -4.13988e+006, 428903
0.23, 0, -8.26978e+006, -3.97595e+006, 314138
0.24, 0, -8.26978e+006, -3.97595e+006, 314138
0.25, 0, -8.26978e+006, -3.97595e+006, 314138
0.26, 0, -8.97573e+006, -3.88994e+006, 259408
0.27, 0, -8.97573e+006, -3.88994e+006, 259408
0.28, 0, -8.97573e+006, -3.88994e+006, 259408
0.29, 0, -9.43545e+006, -3.57768e+006, -13699.8
0.3, 0, -9.43545e+006, -3.57768e+006, -13699.8
0.31, 0, -9.43545e+006, -3.57768e+006, -13699.8
0.32, 0, -9.43545e+006, -3.57768e+006, -13699.8
0.33, 0, -9.83628e+006, -3.62443e+006, -41010.4
0.34, 0, -1.02407e+007, -3.60027e+006, -26410.3
0.35, 0, -1.02407e+007, -3.60027e+006, -26410.3
0.36, 0, -1.03107e+007, -3.54229e+006, -93734.2
0.37, 0, -1.04678e+007, -3.4176e+006, -97729.6
0.38, 0, -1.04678e+007, -3.4176e+006, -97729.6
0.39, 0, -1.08139e+007, -3.47391e+006, -69612
0.4, 0, -1.08139e+007, -3.47391e+006, -69612
0.41, 0, -1.08139e+007, -3.47391e+006, -69612
0.42, 0, -1.08139e+007, -3.47391e+006, -69612
0.43, 0, -1.06337e+007, -3.35485e+006, -205795
0.44, 0, -1.10436e+007, -3.36969e+006, -138787
0.45, 0, -1.10436e+007, -3.36969e+006, -138787
0.46, 0, -1.10436e+007, -3.36969e+006, -138787
0.47, 0, -1.10436e+007, -3.36969e+006, -138787
0.48, 0, -1.10436e+007, -3.36969e+006, -138787
0.49, 0, -1.12693e+007, -3.31221e+006, -123778
0.5, 0, -1.12693e+007, -3.31221e+006, -123778
0.51, 0, -1.12693e+007, -3.31221e+006, -123778
0.52, 0, -1.12693e+007, -3.31221e+006, -123778
0.53, 0, -1.12693e+007, -3.31221e+006, -123778
0.54, 0, -1.14771e+007, -3.30092e+006, -110790
0.55, 0, -1.14771e+007, -3.30092e+006, -110790
0.56, 0, -1.14771e+007, -3.30092e+006, -110790
0.57, 0, -1.14771e+007, -3.30092e+006, -110790
