0.05, 0, 0, 0, 0
0.0525, 0, 0, 0, 0
0.055, 0, 0, 0, 0
0.0575, 0, 0, 0, 0
0.06, 0, 0, 0, 0
0.0625, 0, 0, 0, 0
0.065, 0, 0, 0, 0
0.0675, 0, 0, 0, 0
0.07, 0, 0, 0, 0
0.0725, 0, 0, 0, 0
0.075, 0, 0, 0, 0
0.0775, 0, 0, 0, 0
0.08, 0, 0, 0, 0
0.0825, 0, 0, 0, 0
0.085, 0, 0, 0, 0
0.0875, 0, 0, 0, 0
0.09, 0, 0, 0, 0
0.0925, 0, 0, 0, 0
0.095, 0, 0, 0, 0
0.0975, 0, 0, 0, 0
0.1, 0, 444533, 5.40769e+006, -5785.54
0.1025, 0, 351450, 277224, -1.72126e+006
0.105, 0, 351450, 277224, -1.72126e+006
0.1075, 0, 351450, 277224, -1.72126e+006
0.11, 0, 436771, 618506, 998622
0.1125, 0, 436771, 618506, 998622
0.115, 0, -1.30828e+006, -2.30211e+006, 395870
0.1175, 0, -1.30828e+006, -2.30211e+006, 395870
0.12, 0, -1.30828e+006, -2.30211e+006, 395870
0.1225, 0, -1.30828e+006, -2.30211e+006, 395870
0.125, 0, -1.30828e+006, -2.30211e+006, 395870
0.1275, 0, -1.30828e+006, -2.30211e+006, 395870
0.13, 0, -3.55809e+006, -2.88626e+006, 157388
0.1325, 0, -3.55809e+006, -2.88626e+006, 157388
0.135, 0, -3.55809e+006, -2.88626e+006, 157388
0.1375, 0, -3.55809e+006, -2.88626e+006, 157388
0.14, 0, -3.55809e+006, -2.88626e+006, 157388
0.1425, 0, -3.55809e+006, -2.88626e+006, 157388
0.145, 0, -5.5575e+006, -4.54838e+006, 164968
0.1475, 0, -5.5575e+006, -4.54838e+006, 164968
0.15, 0, -5.5575e+006, -4.54838e+006, 164968
0.1525, 0, -5.5575e+006, -4.54838e+006, 164968
0.155, 0, -5.5575e+006, -4.54838e+006, 164968
0.1575, 0, -5.5575e+006, -4.54838e+006, 164968
0.16, 0, -5.5575e+006, -4.54838e+006, 164968
0.1625, 0, -7.58504e+006, -5.7306e+006, 192449
0.165, 0, -7.58504e+006, -5.7306e+006, 192449
0.1675, 0, -7.58504e+006, -5.7306e+006, 192449
0.17, 0, -7.58504e+006, -5.7306e+006, 192449
0.1725, 0, -7.58504e+006, -5.7306e+006, 192449
0.175, 0, -7.58504e+006, -5.7306e+006, 192449
0.1775, 0, -7.58504e+006, -5.7306e+006, 192449
0.18, 0, -7.58504e+006, -5.7306e+006, 192449
0.1825, 0, -8.9986e+006, -7.67208e+006, 23381.4
0.185, 0, -8.9986e+006, -7.67208e+006, 23381.4
0.1875, 0, -8.9986e+006, -7.67208e+006, 23381.4
0.19, 0, -8.9986e+006, -7.67208e+006, 23381.4
0.1925, 0, -8.9986e+006, -7.67208e+006, 23381.4
0.195, 0, -8.9986e+006, -7.67208e+006, 23381.4
0.1975, 0, -8.9986e+006, -7.67208e+006, 23381.4
0.2, 0, -8.9986e+006, -7.67208e+006, 23381.4
0.2025, 0, -1.0854e+007, -8.13593e+006, 256599
0.205, 0, -1.0854e+007, -8.13593e+006, 256599
0.2075, 0, -1.0854e+007, -8.13593e+006, 256599
0.21, 0, -1.0854e+007, -8.13593e+006, 256599
0.2125, 0, -1.0854e+007, -8.13593e+006, 256599
0.215, 0, -1.0854e+007, -8.13593e+006, 256599
0.2175, 0, -1.0854e+007, -8.13593e+006, 256599
0.22, 0, -1.0854e+007, -8.13593e+006, 256599
0.2225, 0, -1.0854e+007, -8.13593e+006, 256599
0.225, 0, -1.0825e+007, -9.81071e+006, -243309
0.2275, 0, -1.15492e+007, -9.99175e+006, 572434
0.23, 0, -1.15492e+007, -9.99175e+006, 572434
0.2325, 0, -1.15492e+007, -9.99175e+006, 572434
0.235, 0, -1.15492e+007, -9.99175e+006, 572434
0.2375, 0, -1.15492e+007, -9.99175e+006, 572434
0.24, 0, -1.15492e+007, -9.99175e+006, 572434
0.2425, 0, -1.15492e+007, -9.99175e+006, 572434
0.245, 0, -1.15492e+007, -9.99175e+006, 572434
0.2475, 0, -1.15492e+007, -9.99175e+006, 572434
0.25, 0, -1.15492e+007, -9.99175e+006, 572434
0.2525, 0, 0, 0, 0
0.255, 0, 0, 0, 0
0.2575, 0, 0, 0, 0
0.26, 0, 0, 0, 0
0.2625, 0, 0, 0, 0
0.265, 0, 0, 0, 0
0.2675, 0, 0, 0, 0
0.27, 0, 0, 0, 0
0.2725, 0, 0, 0, 0
0.275, 0, 0, 0, 0
0.2775, 0, 0, 0, 0
0.28, 0, 0, 0, 0
0.2825, 0, 0, 0, 0
0.285, 0, 0, 0, 0
0.2875, 0, 0, 0, 0
0.29, 0, 0, 0, 0
0.2925, 0, 0, 0, 0
0.295, 0, 0, 0, 0
0.2975, 0, 0, 0, 0
