Time (s)	F (lb)	Xa (in)	Ya (in)
2422.214	2472.902	0.01143948	-0.001165324
2423.214	2471.454	0.01144712	-0.001166833
2424.214	2472.769	0.01145556	-0.001168283
2425.214	2479.024	0.01146158	-0.00116938
2426.214	2469.524	0.01147019	-0.001172336
2427.214	2484.418	0.01148101	-0.001172735
2428.214	2485.281	0.01148692	-0.001175508
2429.214	2475.769	0.01149201	-0.001177874
2430.214	2492.486	0.01150521	-0.001176862
2431.214	2491.608	0.01151657	-0.001178745
2432.214	2482.389	0.01151902	-0.001181506
2433.214	2494.29	0.01153168	-0.001181454
2434.214	2484.924	0.01153277	-0.001184291
2435.214	2497.635	0.01154626	-0.001184681
2436.214	2488.131	0.0115487	-0.001187615
2437.214	2499.595	0.01155985	-0.001188331
2438.214	2515.399	0.01156853	-0.001188646
2439.214	2514.952	0.01157664	-0.00119052
2440.214	2509.15	0.01157682	-0.001193765
2441.214	2514.851	0.01159936	-0.001194028
2442.214	2517.677	0.01160409	-0.00119538
2443.214	2514.272	0.01160583	-0.001197531
2444.214	2516.063	0.01161841	-0.001198485
2445.214	2524.805	0.0116255	-0.001199724
2446.214	2516.438	0.01163473	-0.001202535
2447.214	2521.248	0.0116364	-0.001202686
2448.214	2530.553	0.01164798	-0.001204453
2449.214	2542.149	0.011655	-0.001205507
2450.214	2526.561	0.01166748	-0.001208682
2451.214	2538.604	0.01167072	-0.001209237
2452.214	2539.075	0.0116753	-0.001211386
2453.214	2537.475	0.01168862	-0.001213039
2454.214	2540.541	0.01169591	-0.001212905
2455.214	2543.525	0.01170238	-0.001214983
2456.214	2538.852	0.01171365	-0.001217277
2457.214	2543.36	0.01172528	-0.001218881
2458.214	2535.488	0.0117278	-0.001221373
2459.214	2541.018	0.0117341	-0.001222824
2460.214	2548.443	0.01174481	-0.001223639
2461.214	2550.639	0.01175258	-0.001225242
2462.214	2557.024	0.01176462	-0.00122626
2463.214	2556.532	0.01177431	-0.001228812
2464.214	2563.556	0.0117821	-0.001228844
2465.214	2560.264	0.01178753	-0.001231069
2466.214	2570.696	0.01179951	-0.001233189
2467.214	2563.086	0.01180158	-0.001234901
2468.214	2574.596	0.01180917	-0.001235477
2469.214	2559.866	0.011817	-0.001238575
2470.214	2582.122	0.01182741	-0.001238638
2471.214	2581.05	0.01183191	-0.001241001
2472.214	2563.742	0.01183865	-0.00124469
2473.214	2586.127	0.01185317	-0.00124436
2474.214	2578.216	0.01185584	-0.001247207
2475.214	2576.799	0.01186855	-0.001248375
2476.214	2581.142	0.01187612	-0.001249965
2477.214	2586.975	0.0118802	-0.001250149
2478.214	2584.587	0.01189019	-0.001253617
2479.214	2580.506	0.01189859	-0.001255948
2480.214	2583.463	0.01189866	-0.00125633
2481.214	2593.261	0.01191677	-0.001257315
2482.214	2595.916	0.01191931	-0.001258363
2483.214	2590.23	0.01192866	-0.001260371
2484.214	2591.268	0.01193214	-0.00126245
2485.214	2595.113	0.01194363	-0.001263698
2486.214	2598.56	0.01195561	-0.001265316
2487.214	2612.483	0.0119675	-0.001265586
2488.214	2612.785	0.01197064	-0.001267057
2489.214	2606.985	0.01198378	-0.001268741
2490.214	2604.199	0.01198643	-0.00126927
2491.214	2613.703	0.01199742	-0.001270719
2492.214	2616.065	0.01200257	-0.001271606
2493.214	2617.522	0.01201074	-0.001273446
2494.214	2609.094	0.01201714	-0.001275854
2495.214	2618.179	0.01202565	-0.001276986
2496.214	2633.57	0.01203715	-0.001277553
2497.214	2633.255	0.01204286	-0.001279648
2498.214	2638.047	0.01204665	-0.001279605
2499.214	2629.964	0.0120533	-0.001282981
2500.214	2632.856	0.01206738	-0.001284438
2501.214	2633.106	0.01207563	-0.001285741
2502.214	2626.05	0.01208003	-0.001287521
2503.214	2646.325	0.0120913	-0.001287458
2504.214	2633.786	0.01209806	-0.001290668
2505.214	2645.156	0.01210725	-0.001291618
2506.214	2639.08	0.01211296	-0.001294418
2507.214	2646.68	0.01212352	-0.001295177
2508.214	2662.104	0.01213232	-0.001295805
2509.214	2651.314	0.01213855	-0.00129852
2510.214	2654.828	0.01214978	-0.001299626
2511.214	2655.695	0.01215725	-0.001302121
2512.214	2657.425	0.01216358	-0.001302785
2513.214	2664.301	0.01217304	-0.001304212
2514.214	2660.289	0.01217788	-0.001305363
2515.214	2669.873	0.01218483	-0.001306784
2516.214	2664.248	0.01219263	-0.00130954
2517.214	2662.517	0.01220047	-0.001312188
2518.214	2677.073	0.01220962	-0.001313167
2519.214	2670.182	0.01221672	-0.001315613
2520.214	2676.345	0.01222887	-0.001316575
2521.214	2685.707	0.01223389	-0.001318365
2522.214	2682.08	0.0122435	-0.001319845
2523.214	2683.306	0.01225306	-0.001321287
2524.214	2680.187	0.01225653	-0.001323406
2525.214	2678.787	0.01226462	-0.001324885
2526.214	2677.076	0.01227219	-0.001327748
2527.214	2693.932	0.01228227	-0.001327488
2528.214	2686.552	0.01228716	-0.001329803
2529.214	2689.975	0.01229834	-0.001332224
2530.214	2692.012	0.01230614	-0.001333851
2531.214	2697.213	0.01231186	-0.001335094
2532.214	2694.907	0.01232304	-0.001337531
2533.214	2710.728	0.01233126	-0.001337569
2534.214	2713.693	0.01233996	-0.001338806
2535.214	2704.123	0.01234997	-0.001342208
2536.214	2721.101	0.01235985	-0.001341479
2537.214	2708.608	0.01236029	-0.001344003
2538.214	2709.847	0.01237482	-0.001346858
2539.214	2725.542	0.01238004	-0.001347832
2540.214	2715.294	0.01238582	-0.00135033
2541.214	2717.66	0.01238921	-0.00135136
2542.214	2719.702	0.01240514	-0.001353424
2543.214	2726.805	0.01241035	-0.001355014
2544.214	2722.513	0.01241839	-0.001357545
2545.214	2727.821	0.0124283	-0.001358755
2546.214	2745.116	0.01244355	-0.001359259
2547.214	2740.68	0.01243852	-0.001360937
2548.214	2733.479	0.01245245	-0.001363755
2549.214	2738.865	0.01246163	-0.001364892
2550.214	2743.289	0.01246417	-0.001365732
2551.214	2742.312	0.01248052	-0.00136796
2552.214	2750.867	0.01248511	-0.001368605
2553.214	2747.323	0.01249439	-0.001371368
2554.214	2760.863	0.01250215	-0.001372577
2555.214	2753.874	0.01250771	-0.001375507
2556.214	2765.623	0.01251865	-0.00137673
2557.214	2769.157	0.0125251	-0.001377616
2558.214	2759.545	0.01252484	-0.001380255
2559.214	2761.721	0.01254509	-0.001382141
2560.214	2777.032	0.01255333	-0.001383577
2561.214	2771.292	0.01255712	-0.001384974
2562.214	2782.624	0.01256945	-0.001385783
2563.214	2778.334	0.01257264	-0.001388254
2564.214	2780.097	0.0125797	-0.001389738
2565.214	2779.305	0.01258864	-0.001392002
2566.214	2772.634	0.01259346	-0.00139462
2567.214	2781.649	0.01260696	-0.001395868
2568.214	2790.458	0.01261328	-0.001397445
2569.214	2787.24	0.01262052	-0.00140033
2570.214	2800.18	0.01263026	-0.001400285
2571.214	2796.035	0.01263831	-0.001402726
2572.214	2801.778	0.01264418	-0.001404516
2573.214	2799.383	0.01265954	-0.001406772
2574.214	2799.726	0.01266129	-0.001408208
2575.214	2799.757	0.01266812	-0.001410087
2576.214	2797.226	0.01267482	-0.001412412
2577.214	2803.467	0.01268497	-0.001414308
2578.214	2812.792	0.0126948	-0.001416496
2579.214	2812.971	0.01270135	-0.001418323
2580.214	2808.182	0.01271018	-0.001420861
2581.214	2821.018	0.01271784	-0.001422894
2582.214	2815.274	0.01272588	-0.001424818
2583.214	2823.783	0.01273797	-0.001426018
2584.214	2829.659	0.01274379	-0.001428064
2585.214	2819.852	0.01274958	-0.001430415
2586.214	2827.752	0.01275888	-0.001431087
2587.214	2821.434	0.01276409	-0.00143369
2588.214	2825.445	0.0127695	-0.001434573
2589.214	2828.126	0.01278274	-0.001437306
2590.214	2833.978	0.01278915	-0.001438414
2591.214	2827.436	0.01279362	-0.001440707
2592.214	2833.841	0.01280343	-0.001440773
2593.214	2818.305	0.01280567	-0.001443908
2594.214	2833.021	0.01281849	-0.001445799
2595.214	2840.186	0.01283052	-0.00144698
2596.214	2833.437	0.01283364	-0.001449492
2597.214	2845.783	0.01284712	-0.001449344
2598.214	2835.349	0.01285424	-0.001453018
2599.214	2846.287	0.01286796	-0.001454448
2600.214	2839.443	0.01286975	-0.001456573
2601.214	2849.175	0.01287836	-0.001457538
2602.214	2849.224	0.01288361	-0.0014592
2603.214	2853.692	0.01289822	-0.001461218
2604.214	2851.135	0.01289926	-0.00146343
2605.214	2857.333	0.01291126	-0.00146543
2606.214	2854.649	0.01291711	-0.001467438
2607.214	2860.117	0.01292525	-0.001469003
2608.214	2864.836	0.01293369	-0.001470794
2609.214	2866.19	0.01294756	-0.001473431
2610.214	2860.027	0.01294984	-0.001475306
2611.214	2866.925	0.01295085	-0.001475887
2612.214	2867.529	0.01296599	-0.001478044
2613.214	2878.162	0.01297545	-0.001478663
2614.214	2872.766	0.01298575	-0.001481335
2615.214	2852.173	0.0129885	-0.001484335
2616.214	2854.475	0.01299957	-0.001486277
2617.214	2856.055	0.01300975	-0.001487878
2618.214	2845.544	0.01301203	-0.001490648
2619.214	2850.03	0.01302293	-0.001492801
2620.214	2854.227	0.0130319	-0.001494278
2621.214	2863.463	0.01304021	-0.001495118
2622.214	2862.965	0.01304481	-0.001496982
2623.214	2863.694	0.01305966	-0.00149833
2624.214	2857.703	0.01305614	-0.001500474
2625.214	2869.01	0.01306836	-0.001501825
2626.214	2861.671	0.01307888	-0.001504455
2627.214	2860.421	0.01308945	-0.001505779
2628.214	2875.707	0.01309435	-0.001506791
2629.214	2860.075	0.01310236	-0.001510322
2630.214	2866.696	0.01311076	-0.001511855
2631.214	2875.261	0.01311755	-0.001513316
2632.214	2889.006	0.0131308	-0.001514985
2633.214	2880.324	0.01313221	-0.00151689
2634.214	2881.461	0.01314385	-0.001518743
2635.214	2890.753	0.01315332	-0.001520223
2636.214	2880.358	0.01316194	-0.001522492
2637.214	2893.519	0.01316092	-0.001523967
2638.214	2885.536	0.01317493	-0.001526235
2639.214	2890.472	0.01318388	-0.001527776
2640.214	2885.988	0.0131922	-0.001529689
2641.214	2892.539	0.01319541	-0.001530685
2642.214	2896.04	0.01320689	-0.001533579
2643.214	2897.725	0.0132115	-0.001535267
2644.214	2908.187	0.01322361	-0.00153616
2645.214	2902.32	0.01323005	-0.00153928
2646.214	2905.745	0.01323798	-0.001541386
2647.214	2909.791	0.01325146	-0.001542874
2648.214	2908.506	0.01325651	-0.001545531
2649.214	2896.021	0.0132624	-0.001547414
2650.214	2915.873	0.01327215	-0.001547952
2651.214	2906.976	0.01328114	-0.001550144
2652.214	2907.021	0.01328684	-0.001551804
2653.214	2915.751	0.01329732	-0.001553361
2654.214	2919.353	0.0133044	-0.001555821
2655.214	2918.945	0.01331144	-0.001557812
2656.214	2916.681	0.01332001	-0.001560022
2657.214	2937.349	0.01332855	-0.001560835
2658.214	2923.788	0.01333531	-0.00156382
2659.214	2929.888	0.01334697	-0.001565403
2660.214	2942.404	0.01335271	-0.001567268
2661.214	2929.426	0.01335424	-0.001569596
2662.214	2936.716	0.01336765	-0.001570802
2663.214	2947.726	0.01337877	-0.001572052
2664.214	2943.629	0.01338614	-0.001574581
2665.214	2941.423	0.01339187	-0.001576398
2666.214	2947.715	0.01340276	-0.001577642
2667.214	2941.14	0.01340329	-0.001580287
2668.214	2944.927	0.01341413	-0.001582912
2669.214	2951.026	0.01342317	-0.001584197
2670.214	2948.322	0.01343185	-0.001586287
2671.214	2953.161	0.01344043	-0.001588446
2672.214	2954.717	0.01344731	-0.001590171
2673.214	2964.252	0.01345536	-0.001591609
2674.214	2964.34	0.01346479	-0.001594763
2675.214	2967.672	0.01347808	-0.001596051
2676.214	2962.828	0.01348064	-0.00159833
2677.214	2960.895	0.01348839	-0.001600814
2678.214	2964.958	0.01349494	-0.001602299
2679.214	2978.713	0.01350646	-0.001603969
2680.214	2976.424	0.01351235	-0.001606485
2681.214	2969.112	0.01352185	-0.001608646
2682.214	2986.452	0.01353223	-0.001609987
2683.214	2975.453	0.01353308	-0.001613298
2684.214	2978.276	0.01354756	-0.001615785
2685.214	2985.426	0.01355255	-0.001617436
2686.214	2977.794	0.01356146	-0.001620942
2687.214	2993.64	0.01357347	-0.001621449
2688.214	2992.58	0.01357487	-0.001624279
2689.214	2982.99	0.01358642	-0.001627045
2690.214	3001.21	0.01359306	-0.001627786
2691.214	3001.537	0.01360225	-0.001628911
2692.214	2988.561	0.01360787	-0.001632239
2693.214	2988.217	0.01361485	-0.00163636
2694.214	2990.628	0.01361962	-0.001639978
2695.214	3005.881	0.01363476	-0.001642555
2696.214	2987.009	0.01363662	-0.001646914
2697.214	3009.315	0.01365433	-0.001648482
2698.214	3004.496	0.01365559	-0.001651681
2699.214	3006.986	0.01366445	-0.001654317
2700.214	3006.209	0.01367646	-0.001656868
2701.214	3017.614	0.01368193	-0.001657877
2702.214	3010.859	0.01368932	-0.001660614
2703.214	3010.426	0.01369856	-0.001662524
2704.214	3017.546	0.01370662	-0.001664748
2705.214	3015.467	0.01371427	-0.00166694
2706.214	3011.916	0.01372604	-0.001670319
2707.214	3015.105	0.0137286	-0.001671803
2708.214	3010.273	0.01373767	-0.001674879
2709.214	3023.753	0.01374951	-0.001676777
2710.214	3013.516	0.0137529	-0.001679481
2711.214	3039.646	0.01376956	-0.001681107
2712.214	3030.18	0.01376847	-0.001683767
2713.214	3024.695	0.01377712	-0.001685815
2714.214	3020.143	0.01378701	-0.00168811
2715.214	3030.825	0.01379515	-0.00169018
2716.214	3026.625	0.0138012	-0.001692222
2717.214	3027.273	0.01380554	-0.001693548
2718.214	3030.405	0.01381754	-0.001695124
2719.214	3033.028	0.01381909	-0.001698764
2720.214	3034.413	0.01383333	-0.001700578
2721.214	3033.436	0.01383895	-0.001704011
2722.214	3050.181	0.01385435	-0.001706237
2723.214	3040.284	0.01385964	-0.001708759
2724.214	3048.924	0.01386462	-0.001710632
2725.214	3054.351	0.0138737	-0.001712827
2726.214	3047.675	0.01387941	-0.001715317
2727.214	3058.3	0.01388826	-0.00171777
2728.214	3057.733	0.01389898	-0.001720263
2729.214	3048.219	0.01390387	-0.001723131
2730.214	3054.894	0.01391725	-0.001725067
2731.214	3061.791	0.01392206	-0.001727957
2732.214	3050.442	0.01393132	-0.001734046
2733.214	3034.465	0.01393841	-0.001749849
2734.214	3043.825	0.0139468	-0.00175449
2735.214	3040.066	0.01395335	-0.001759803
2736.214	3039.765	0.01396399	-0.001764382
2737.214	3028.02	0.01396936	-0.001768247
2738.214	3035.921	0.01397998	-0.00177121
2739.214	3038.611	0.01398613	-0.001774441
2740.214	3038.191	0.01399872	-0.001779443
2741.214	3038.03	0.01400424	-0.00178179
2742.214	3022.164	0.01401191	-0.001785783
2743.214	3032.846	0.01401809	-0.001787943
2744.214	3027.603	0.01402398	-0.001791415
2745.214	3028.577	0.01403693	-0.001794867
2746.214	3028.281	0.01404302	-0.00179814
2747.214	3045.803	0.01405457	-0.00180022
2748.214	3028.05	0.01405805	-0.001804823
2749.214	3037.504	0.01406824	-0.001807671
2750.214	3038.311	0.01407311	-0.001811324
2751.214	3049.481	0.0140832	-0.001814186
2752.214	3034.521	0.01409322	-0.001817533
2753.214	3029.011	0.01409625	-0.001820827
2754.214	3059.932	0.01410753	-0.001822517
2755.214	3039.938	0.01411559	-0.00182594
2756.214	3037.874	0.0141209	-0.001829123
2757.214	3036.096	0.014128	-0.001831709
2758.214	3039.544	0.01413652	-0.001835161
2759.214	3046.559	0.01414234	-0.001837955
2760.214	3043.107	0.01415777	-0.001841501
2761.214	3047.74	0.01416301	-0.001844606
2762.214	3016.235	0.01417083	-0.001850305
2763.214	2995.317	0.01417955	-0.001854209
2764.214	3004.228	0.01419134	-0.001857728
2765.214	2986.981	0.01419715	-0.001861185
2766.214	2980.349	0.01420023	-0.001863329
2767.214	2982.156	0.01420917	-0.001867031
2768.214	3000.06	0.01422263	-0.001869216
2769.214	2983.938	0.01422479	-0.00187218
2770.214	2983.437	0.01423701	-0.001875397
2771.214	2985.379	0.01424016	-0.00187797
2772.214	2991.358	0.01425223	-0.001881673
2773.214	2983.734	0.01425729	-0.001885398
2774.214	2978.445	0.01426389	-0.001889013
2775.214	2996.089	0.0142789	-0.001891975
2776.214	2983.872	0.01428435	-0.001896091
2777.214	2993.929	0.01428969	-0.001899204
2778.214	2985.811	0.01430126	-0.001902592
2779.214	2985.071	0.01431296	-0.00190739
2780.214	2992.795	0.01432155	-0.001911819
2781.214	2960.902	0.01432392	-0.001917851
2782.214	2978.251	0.01432923	-0.001922376
2783.214	2968.041	0.01433999	-0.001929482
2784.214	2980.653	0.01435069	-0.001932886
2785.214	2965.008	0.01435049	-0.001938358
2786.214	2969.824	0.01437025	-0.001942972
2787.214	2955.049	0.01437282	-0.001947649
2788.214	2965.069	0.01437598	-0.001951862
2789.214	2974.922	0.01439337	-0.001956241
2790.214	2967.37	0.01439543	-0.001960713
2791.214	2951.738	0.0144035	-0.001965177
2792.214	2959.26	0.0144139	-0.001969274
2793.214	2958.575	0.01441729	-0.001973508
2794.214	2952.971	0.01443095	-0.001977796
2795.214	2948.568	0.01443728	-0.00198153
2796.214	2956.829	0.01444509	-0.001985343
2797.214	2959.117	0.01445067	-0.001988875
2798.214	2956.468	0.0144621	-0.001993137
2799.214	2941.695	0.01446472	-0.001998064
2800.214	2940.109	0.0144766	-0.002001995
2801.214	2948.415	0.01448691	-0.002006283
2802.214	2938.852	0.01449415	-0.002010843
2803.214	2948.808	0.01450177	-0.002016174
2804.214	2952.144	0.01451321	-0.002020938
2805.214	2927.398	0.01451689	-0.002025556
2806.214	2929.699	0.0145235	-0.002030152
2807.214	2929.613	0.01453469	-0.002034564
2808.214	2924.273	0.0145412	-0.00203825
2809.214	2922.109	0.01455171	-0.002042978
2810.214	2927.828	0.01456291	-0.002046837
2811.214	2905.868	0.01455997	-0.002051591
2812.214	2908.123	0.0145705	-0.00205468
2813.214	2917.245	0.01458169	-0.002053174
2814.214	2915.828	0.01459333	-0.00206379
2815.214	2909.744	0.01459757	-0.002068247
2816.214	2906.363	0.01461324	-0.002073821
2817.214	2913.313	0.01460785	-0.002076694
2818.214	2902.819	0.0146192	-0.002082395
2819.214	2914.831	0.01462865	-0.002086403
2820.214	2898.086	0.0146356	-0.002091161
2821.214	2896.431	0.01464584	-0.002094989
2822.214	2895.783	0.0146563	-0.002099579
2823.214	2884.432	0.01466074	-0.002104371
2824.214	2879.517	0.01467526	-0.002109008
2825.214	2882.244	0.01467414	-0.002113864
2826.214	2878.82	0.01468634	-0.002119246
2827.214	2870.448	0.01468885	-0.002125105
2828.214	2871.724	0.01470148	-0.002133059
2829.214	2860.824	0.0147079	-0.00214109
2830.214	2826.453	0.01472486	-0.002158742
2831.214	2692.568	0.01472905	-0.002207589
2832.214	2599.569	0.01473538	-0.002244556
2833.214	2474.089	0.01474238	-0.002306769
2834.214	2404.413	0.01474901	-0.002355533
2835.214	2349.545	0.01475738	-0.002396386
2836.214	2307.125	0.01476337	-0.002430211
2837.214	2262.234	0.01479002	-0.002472945
2838.214	2054.846	0.01478272	-0.002630154
2839.214	2047.727	0.01478876	-0.002658156
2840.214	2044.992	0.01479732	-0.002668622
2841.214	2039.226	0.01480282	-0.002675379
2842.214	2047.209	0.01481635	-0.002681797
2843.214	2044.422	0.01482244	-0.002686301
2844.214	2049.761	0.01482837	-0.002690578
2845.214	2050.44	0.01483612	-0.002693631
2846.214	2060.62	0.01484334	-0.002698273
2847.214	2055.474	0.01485515	-0.002706407
2848.214	2056.102	0.01486391	-0.002710986
2849.214	2061.258	0.01487141	-0.002714375
2850.214	2054.219	0.0148759	-0.002716392
2851.214	2058.238	0.01488618	-0.002720875
2852.214	2068.299	0.0148959	-0.002724358
2853.214	2063.758	0.0149008	-0.002727357
2854.214	2067.527	0.01490472	-0.002731358
2855.214	2076.37	0.01492367	-0.002735188
2856.214	2077.386	0.01492352	-0.002738445
2857.214	2080.612	0.01493161	-0.002741848
2858.214	2090.59	0.01494279	-0.002744664
2859.214	2084.297	0.01494548	-0.002743662
2860.214	2090.188	0.01496065	-0.002747944
2861.214	2082.311	0.01496512	-0.002751863
2862.214	2084.858	0.01497648	-0.002761295
2863.214	2088.309	0.01497883	-0.002765206
2864.214	2096.583	0.0149905	-0.002761589
2865.214	2098.839	0.01499922	-0.002764685
2866.214	2101.399	0.01500532	-0.00276799
2867.214	2097.822	0.01501642	-0.002771239
2868.214	2103.323	0.01502214	-0.002774987
2869.214	2111.556	0.01502649	-0.002779235
2870.214	2113.151	0.0150365	-0.002783342
2871.214	2114.117	0.01504402	-0.002787274
2872.214	2112.675	0.01504966	-0.002791743
2873.214	2109.31	0.01506269	-0.002795887
2874.214	2121.7	0.01506852	-0.002798846
